Elemental Body (all)	<h>Mythic Enhanced</h><p>Each <i>mythic elemental body</i> spell must be learned individually, and you must know the respective non-mythic <i>elemental body</i> spell to learn its mythic version. You don't have to learn them in order, and aren't required to know a lower-level <i>mythic elemental body</i> spell before you learn a higher-level one (for example, you can learn <i>mythic elemental body II </i>if you know <i>elemental body II</i>, even if you don't know <i>mythic elemental body I</i>). Each <i>mythic elemental body</i> spell adds the following benefits to its respective non-mythic version.</p><p>The spell's bonuses to ability scores increase by 2, the natural armor bonus increases by 1, and the ability score penalties decrease by 2 (minimum penalty of 0). There is a 50% chance any critical hit or sneak attack against you is treated as a normal hit, as if you were wearing <i>medium fortification</i> armor.</p><h>Mythic Augmented (3rd)</h><p>: If you expend two uses of mythic power, the ability score bonuses increase by an additional 2. You can also, a number of times equal to your tier, add half your tier to the DC of one spell you cast with an energy descriptor that matches your elemental type (air: electricity, earth: acid, fire: fire, water: cold).</p>
Endure Elements	<h>Mythic Enhanced</h><p>The target changes to one creature touched per level. Affected creatures gain cold resistance 5 and fire resistance 5. They're not slowed by snow, and ignore penalties on Perception checks and ranged weapon attacks from hail, rain, sleet, and snow. They treat wind as one category weaker.</p>
Enemy Hammer	<h>Mythic Enhanced</h><p>The target becomes entangled whether or not it succeeds at its saving throw. When using the target as a weapon, add half your tier to your attack roll, and add your tier to the damage roll.</p><h>Mythic Augmented (3rd)</h><p>: If you expend two uses of mythic power, when you use the target to hit a creature, you can attempt a free bull rush combat maneuver against that creature. Your CMB for this maneuver is equal to your attack bonus for <i>mythic enemy hammer</i>, except you add your tier instead of half your tier.</p>
Enervation	<h>Mythic Enhanced</h><p>The number of negative levels inflicted increases to 1d6, and the target is sickened for 24 hours. An undead creature struck by the ray gains 1d6 x 5 temporary hit points for a number of hours equal to your caster level.</p><h>Mythic Augmented (3rd)</h><p>: If you expend two uses of mythic power, any creature attempting to remove the target's negative levels must succeed at a caster level check (DC 10 + your caster level + your tier).</p>
Enlarge Person	<h>Mythic Enhanced</h><p>You can increase the target's size by up to two size categories, to a maximum of Huge. If the target grows two sizes, its weight increases by a factor of 25, it gains a +4 size bonus to Strength, and takes a -4 size penalty to Dexterity and a -2 penalty on attack rolls and to AC because of its increased size. A Medium humanoid creature whose size increases to Huge has a space of 15 feet and a natural reach of 10 feet. <i>Mythic enlarge person</i> counters and dispels <i>mythic reduce person</i>.</p>
Entangle	<h>Mythic Enhanced</h><p>The spell functions in areas without any vegetation, causing plants to spring up out of the ground. These plants can reach creatures that are up to 10 feet in the air. Plants affected or created by the spell sprout thorns that deal 1d6 points of damage each round to creatures in the area.</p>
Entropic Shield	<h>Mythic Enhanced</h><p>When a ranged attack misses because of this spell, there is a 50% chance that the attack is redirected back at the attacker rather than just being deflected harmlessly. The attack uses the same result as the attack roll the attacker made against you.</p>
Expeditious Retreat	<h>Mythic Enhanced</h><p>The speed bonus from the spell increases to 40 feet. Add your tier to Acrobatics checks to avoid attacks of opportunity from movement, and when your movement provokes an attack of opportunity, add your tier to your AC against that attack.</p>
Faerie Fire	<h>Mythic Enhanced</h><p>Outlined creatures are dazzled. The spell outlines figment illusions in the burst, revealing them as such. This effect applies only to figments with a caster level equal to or less than your tier.</p><p><h>Mythic Augmented (2nd)</h>: If you expend two uses of mythic power, each creature in the burst must succeed at a Fortitude save or be blinded for 1 round.</p>
False Life	<h>Mythic Enhanced</h><p>The temporary hit points gained increase to 2d8 + 2 per caster level (maximum +20). As an immediate action, you can dismiss the remaining duration of the spell to prevent 1 point of Strength, Dexterity, or Constitution damage per 10 temporary hit points remaining from the spell. This takes effect after the attack hits you and the damage is rolled, but before you take the damage. For example, if you have 22 temporary hit points from <i>mythic false life</i> and a wyvern stings you for 3 points of Constitution damage, you can dismiss the spell to prevent 2 points of Constitution damage from that attack.</p>
Feast of Ashes	<h>Mythic Enhanced</h><p>On a failed save, the target immediately takes 1d6 points of nonlethal damage per tier. Add your tier to the DC of any further Constitution checks the target attempts to resist the effects of starvation as part of this spell's effects. While the curse is in effect, the target gains no benefit from any spell, effect, or item that requires eating, such as the food from a <i>heroes' feast</i> spell (though the food is still used up when the target eats it).</p>
Feather Fall	<h>Mythic Enhanced</h><p>The spell affects one additional target per level. The targets don't have to be within 20 feet of each other.</p><p><h>Mythic Augmented (4th)</h>: If you expend two uses of mythic power, the spell absorbs the targets' velocity and transforms it into a concussive blast. Targets fall at the normal rate (not slowed) but land safely. When a target lands, it creates a 10-foot-radius burst of force that deals 1d6 points of damage per caster level (maximum 5d6, Reflex half, DC equal to the DC of <i>feather fall</i>). The targets of this spell are unaffected by these concussive blasts.</p>
Finger of Death	<h>Mythic Enhanced</h><p>The damage dealt increases to 15 points of damage per caster level plus 1d8 points of Constitution damage. A creature that succeeds at its saving throw takes 3d8 points of damage + 1 point per caster level, takes 1d4 points of Constitution damage, and is staggered for 1 round.</p>
Fireball	<h>Mythic Enhanced</h><p>The damage dealt increases to 1d10 points of fire damage per caster level (maximum 10d10). Any creature that fails its Reflex saving throw catches on fire, taking 2d6 points of fire damage each round until the fire is extinguished. Attempts to extinguish this fire use the spell's save DC.</p><p><h>Mythic Augmented (6th)</h>: If you expend two uses of mythic power, the maximum damage increases to 20d10, the area increases to a 40-foot radius spread, and any fire damage dealt by the spell bypasses fire resistance and fire immunity.</p>
Fire Seeds	<h>Mythic Enhanced</h><p>Each acorn's damage increases to 1d6 points of fire damage per caster level (maximum 20d6 for all acorns, no more than 10d6 for any particular acorn). Each holly berry's damage increases to 2d6 points of fire damage + 2 points per caster level. Any creature that fails its Reflex save against an acorn or holly berry catches on fire, taking 2d6 points of fire damage each round until the fire is extinguished. Attempts to extinguish this fire use the spell's save DC.</p>
Fire Shield	<h>Mythic Enhanced</h><p>The damage dealt to your attackers increases to 1d8 points of damage + 1 point per caster level (maximum +15). A chill shield gives you fire immunity. A warm shield gives you cold immunity.</p>
Fire Snake	<h>Mythic Enhanced</h><p>The damage dealt increases to 1d10 points of damage per level (maximum 15d10). Any creature that fails its saving throw against the spell is grappled by a snake made of fire that lasts for 1 round per caster level. The snake can be dispelled, but not attacked. A grappled creature takes 1d10 points of fire damage on your turn each round. The snake's CMB is equal to your caster level plus your tier, and its CMD is equal to its CMB + 10.</p><p><h>Mythic Augmented (6th)</h>: If you expend two uses of mythic power, the maximum damage increases to 20d10, and any creature that fails its saving throw against the spell is pinned instead of grappled.</p>
Fire Storm	<h>Mythic Enhanced</h><p>The damage dealt increases to 1d8 points of damage per caster level (maximum 20d8). Half of this damage is fire damage, and the other half is divine energy that bypasses fire resistance and fire immunity. You can exclude any number of animals from damage just as you can plant creatures.</p><p><h>Mythic Augmented (8th)</h>: If you expend two uses of mythic power, choose one creature type (and subtype, if humanoid or outsider) to exclude from the effects of the spell. For each additional use of mythic power you expend when casting the spell, exclude another creature type. For example, if you expend two uses of mythic power and choose magical beasts, you can exclude from damage any number of magical beasts in the spell's area.</p>
Firestream	<h>Mythic Enhanced</h><p>The damage dealt increases to 2d10 points of fire damage. Any creature that fails its saving throw also catches fire. The continuous line of fire pushes against all creatures, making them treat the spell's area as difficult terrain.</p><p><h>Mythic Augmented (4th)</h>: If you expend two uses of mythic power, you create a second line of fire using your other hand. If you overlap the lines, creatures in the overlap must attempt two saving throws and take the lower result, but don't take damage from both lines. You may stop either line of fire as a free action on your turn, but once you stop maintaining a line, you must cast <i>mythic firestream</i> again to recreate it.</p>
Flame Blade	<h>Mythic Enhanced</h><p>The blade's damage increases to 2d6 points of fire damage + 1 point per caster level (maximum +20). The blade threatens a critical hit on a natural 18-20 as if it were an actual scimitar.</p><h>Mythic Augmented (3rd)</h><p>: If you expend two uses of mythic power, the blade threatens a critical hit on a natural 15-20, and bypasses hardness, fire resistance, and fire immunity.</p>
Flames of the Faithful	<h>Mythic Enhanced</h><p>The fire damage dealt by this spell bypasses fire resistance and fire immunity. On a successful critical hit, the target catches on fire.</p>
Flame Strike	<h>Mythic Enhanced</h><p>The damage dealt increases to 1d8 per caster level (maximum 15d8). The area increases to a 20-foot-radius, 40-foot-high cylinder. You may have the divine half of the damage affect only one specific creature type (as the <i>bane</i> weapon quality).</p>
Flesh to Stone	<h>Mythic Enhanced</h><p>A creature that succeeds at its saving throw is partially petrified, becoming slowed (as the <i>slow</i> spell) for a number of rounds equal to your tier. The creature can end this effect early by spending a full-round action breaking away its own petrified flesh, dealing 5d10 points of damage to itself. Any effect that removes or reverses petrification negates this partial petrification and the <i>slow</i> effect.</p><p>The spell can affect objects and undead, as long as the target is primarily made of flesh or bone, such as a corpse or zombie. The spell doesn't affect the target's gear. If cast on a creature with equipment, the creature transforms into stone but its gear doesn't.</p><p><h>Mythic Augmented (9th)</h>: If you expend two uses of mythic power, any Large or smaller creature fully petrified by the spell immediately animates and follows your commands, as if you had cast <i>animate objects</i>.</p>
Floating Disk	<h>Mythic Enhanced</h><p>The disk created by this spell lasts for 2 hours per caster level and can carry up to 200 pounds of weight per caster level.</p><p>The disk accompanies you regardless of your speed, always catching up no matter how far you move. If you stand or sit on the disk, as a move action you can direct it to travel up to 30 feet in any direction.</p><p>Any objects resting on the disk count as weightless parts of your gear for the purpose of teleportation effects (allowing these items to go with you when you teleport despite the weight limit of the <i>teleportation</i> spell).</p><p>As a free action, you can transform the plane of force from a concave disk into a bucket-like shape that holds up to 4 gallons (or transform it from the bucket-like form back to its normal disk form).</p>
Fly	<h>Mythic Enhanced</h><p>The fly speed changes to 120 feet (or 80 feet if the target is wearing medium or heavy armor, or carrying a medium or heavy load) with perfect maneuverability. When the duration expires, the target is protected by <i>feather fall</i> for a number of rounds equal to your caster level.</p><h>Mythic Augmented (3rd)</h><p>: If you expend two uses of mythic power, the target adds your tier on Reflex saves and as a dodge bonus to AC. It gains these bonuses only while flying.</p>
Fog Cloud	<h>Mythic Enhanced</h><p>The radius of the fog increases to 50 feet.</p><h>Mythic Augmented (3rd)</h><p>: If you expend two uses of mythic power, the fog's radius changes to 500 feet, and its height changes to 100 feet. Winds can't dissipate the fog unless the area of the wind affects the entire area of the augmented <i>mythic fog cloud</i>.</p><p>If you're at least 6th tier and instead expend three uses of mythic power, the range increases to 1 mile, the fog's radius changes to 1 mile, and its height changes to 500 feet. The cloud is as resistant to wind as the 3rd-tier augmented version.</p>
Force Punch	<h>Mythic Enhanced</h><p>The damage dealt increases to 1d6 points of force damage per caster level (maximum 10d6). If moving the target would push it into another creature's space and it has at least 10 feet of distance remaining, you can attempt to overrun the other creature, adding your tier on the combat maneuver check. For each creature you overrun with the target, reduce the distance the target moves by 5 feet. If moving the target would push it into a solid obstacle (such as a wall or tree), the target takes damage as if it had fallen the distance pushed.</p><h>Mythic Augmented (3rd)</h><p>: If you expend two uses of mythic power, you can cast this spell as a ranged touch attack with a range of close (25 feet + 5 feet per 2 caster levels), and the target is treated as two size categories smaller for the purpose of determining the total distance pushed.</p>
Foresight	<h>Mythic Enhanced</h><p>The spell's insight bonus increases to +3. If you cast the spell on another creature, you and the target are simultaneously warned by the spell, and the target gains the spell's insight bonuses.</p>
Form of the Dragon (All)	<h>Mythic Enhanced</h><p>Each <i>mythic form of the dragon</i> spell must be learned individually, and you must know the respective non-mythic <i>form of the dragon</i> spell to learn its mythic version. You don't have to learn them in order, and aren't required to know a lower-level <i>mythic form of the dragon</i> spell before you learn a higher-level one (for example, you can learn <i>mythic form of the dragon II </i>if you know <i>form of the dragon II</i>, even if you don't know <i>mythic form of the dragon I</i>). Each <i>mythic form of the dragon</i> spell adds the following benefits to its respective non-mythic version.</p><p>The spell's bonuses to ability scores increase by 2, the natural armor bonus increases by 1, and the breath weapon damage increases to 10d6. All of the dragon form's natural attacks increase by one step (see Improved Natural Attack).</p><h>Mythic Augmented (3rd)</h><p>: If you expend two uses of mythic power, the ability score bonuses increase by an additional 2. During each casting of the spell, you can revert to your normal form or back to your dragon form without ending the spell a number of times equal to your tier.</p>
Gaseous Form	<h>Mythic Enhanced</h><p>The damage reduction changes to DR 10/epic and magic, and the fly speed increases to 30 feet. The target can expand itself as a free action, filling an area equal to double its normal space and height (a Medium creature fills a 10-foot-by-10-foot space to a height of about 10 feet) and blocking vision as <i>obscuring mist</i>. Returning from expanded to normal size is also a free action.</p><p><h>Mythic Augmented</h>: If you expend two uses of mythic power, the target can shift into or out of gaseous form as a move action.</p>
Giant Vermin	<h>Mythic Enhanced</h><p>The vermin you transform with this spell gain DR 5/magic and either the advanced creature template or the giant creature template.</p><p><h>Mythic Augmented (6th)</h>: If you expend two uses of mythic power, any vermin you transform also gains either the agile or savage mythic template while the spell lasts.</p><p>If you're at least 9th tier and expend three uses of mythic power, the duration changes to instantaneous, meaning the vermin retain their giant size. After a number of days equal to your tier, you lose control over the vermin unless you have some other way of controlling them, and they lose the agile or savage mythic template but retain the advanced or giant creature template.</p>
Globe of Invulnerability	<h>Mythic Enhanced</h><p>Add half your tier to the level of non-mythic spells the globe excludes. The globe excludes mythic spells of 4th level or lower.</p>
Glyph of Warding	<h>Mythic Enhanced</h><p>Add your tier to the DC to detect or disable the glyph. Blast glyph damage increases to 1d6 points of damage per caster level (maximum 20d6). Add half your tier to the maximum spell level you can store in a spell glyph.</p>
Goodberry	<h>Mythic Enhanced</h><p>Each berry provides a full day's nourishment and counts as 1 hour of complete rest for the purpose of removing exhaustion, fatigue, or nonlethal damage.</p><p><h>Mythic Augmented (2nd)</h>: You can cast the spell to affect only one berry, imbuing into that berry any harmless druid spell you have prepared. The spell remains stored in the berry for the duration of the <i>goodberry</i> spell or until the berry is consumed. A creature that eats the berry gains the benefits of that spell as if you had cast it upon her. The maximum level of the imbued spell is equal to half your tier, and you must expend one use of mythic power for each spell level of the imbued spell (in addition to the one use needed to cast <i>mythic goodberry</i>). Similar to <i>imbue with spell ability</i>, you can't prepare a spell in that spell's slot until the berry is consumed or the <i>mythic goodberry</i> spell ends.</p>
Grease	<h>Mythic Enhanced</h><p>If you cast <i>mythic grease</i> on an area, add your tier to the Acrobatics DC to move within or through the area. If you cast it on a creature's armor or clothing, add your tier to its Escape Artist checks and combat maneuver checks attempted to escape a grapple and to its CMD to avoid being grappled.</p><p><h>Mythic Augmented</h>: You can expend two uses of mythic power to make the grease flammable. It ignites from any fire at least the size of a candle flame. If a greased area is ignited, any creature in the area on your turn takes 1d3 points of fire damage and might catch on fire. If a greased creature is ignited, it takes 2d6 points of fire damage, and might catch on fire; add your tier to the save DC.</p>
Guards and Wards	<h>Mythic Enhanced</h><p>You are alerted whenever any creature enters the warded area as if by a mental <i>alarm</i> spell as long as you're on the same plane as the warded area. At will, you can concentrate to observe the warded area as if using <i>arcane eye</i>. When you start concentrating, the sensor always appears at a point you designate when you cast the spell. You can place two of the five effects listed in the spell (<i>dancing lights</i> and so on) instead of one.</p><h>Mythic Augmented (3rd)</h><p>: You can place the following effects anywhere within the warded area by expending one additional use of mythic power per effect.</p><p>6. <i>Black tentacles</i> in one place, returning after 10 minutes if dispelled.</p><p>7. <i>Dispel magic</i> in one place. You select an area up to 5 feet square, and any creature that enters or passes through the area is targeted by the spell. <i>Saving Throw</i>: Will negates. <i>Spell Resistance</i>: yes.</p><p>8. <i>Entangle</i> in four places, returning in 10 minutes if dispelled.</p><p>9. <i>Explosive runes</i> in three places, returning in 10 minutes if activated or dispelled.</p><p>10. <i>Slow</i> in three places, returning in 10 minutes if dispelled.</p>
Gust of Wind	<h>Mythic Enhanced</h><p>The force of the wind increases to windstorm (approximately 70 mph). All effects described in the spell affect creatures one size larger. Ranged attacks can't be attempted in the area of the spell. The wind automatically blows out unprotected flames and has a 75% chance of blowing out protected flames.</p><p><h>Mythic Augmented (2nd)</h>: If you expend two uses of mythic power, the spell lasts for 1 additional round and the range increases by 30 feet. As a swift action at the start of your turn, you can expend another use of mythic power to extend the duration by 1 round and the range by another 30 feet.</p>
Harm	<h>Mythic Enhanced</h><p>The damage dealt increases to 15 points of damage per caster level (maximum 225 points).</p><p><h>Mythic Augmented</h>: If you expend two uses of mythic power, the spell also acts as <i>poison</i>.</p>
Haste	<h>Mythic Enhanced</h><p>Affected creatures gain an additional move action each round. The movement speed increase changes to 50 feet, to a maximum of three times the creature's normal speed for that movement type.</p><h>Mythic Augmented (3rd)</h><p>: If you expend two uses of mythic power, the movement speed increase changes to 70 feet, with no limit based on the creature's normal speed. If an affected creature moves at least 30 feet on its turn, it can travel across liquid as if the liquid were solid. If the liquid deals damage on contact, the creature takes only half damage from moving across it.</p>
Heal	<h>Mythic Enhanced</h><p>The damage cured increases to 15 points of damage per caster level (maximum 225 points).</p><p><h>Mythic Augmented</h>: If you expend two uses of mythic power, the spell also acts as <i>restoration</i>.</p>
Healing Thief	<h>Mythic Enhanced</h><p>Instead of stealing half the target's healing, you steal all of it. The amount of damage you steal before the spell is discharged increases to 10 points per caster level (maximum 100 points).</p><h>Mythic Augmented (3rd)</h><p>: If you expend two uses of mythic power, the range of the spell changes to close (25 feet + 5 feet per 2 caster levels). If the target has fast healing or regeneration, you steal half of its fast healing or regeneration. Healing from these abilities count toward the maximum healing stolen before the spell is discharged.</p>
Heat Metal	<h>Mythic Enhanced</h><p>The damage dealt increases to 1d8 points of fire damage on rounds 2 and 6 and to 2d8 points of fire damage per round on rounds 3 through 5. On any round in which a creature takes fire damage from this spell, that creature must succeed at a Reflex save or catch on fire.</p>
Heroism	<h>Mythic Enhanced</h><p>The morale bonus increases to +4 and applies on all checks, attack rolls, saves, and weapon damage rolls. Allies adjacent to the target gain a +4 morale bonus on saves against fear effects.</p><h>Mythic Augmented (3rd)</h><p>: If you expend two uses of mythic power, the target can attempt one additional attack per round when taking a full attack action (as if using a <i>haste</i> spell). The target can use this additional attack ability a number of times equal to your tier.</p>
Hex Ward	<h>Mythic Enhanced</h><p>The target gains immunity to one witch hex (but not a major hex or grand hex) of your choice.</p><h>Mythic Augmented (3rd)</h><p>: If you expend two uses of mythic power, instead of granting immunity to one witch hex, you can grant immunity to two hexes or one major hex.</p><p>If you're at least 6th tier and expend three uses of mythic power, you instead grant immunity to three hexes, two major hexes, or one grand hex.</p>
Hideous Laughter	<h>Mythic Enhanced</h><p>A creature of a type different than your own doesn't gain a bonus on its saving throws against this spell. The affected target laughs so hard it hurts, and takes 1d6 points of nonlethal damage each round it spends laughing.</p><p>If the target fails its initial save, it must succeed at two follow-up saving throws (each a full-round action that doesn't provoke attacks of opportunity) to end the spell. Succeeding at only one save means the spell no longer deals damage, but the target is still unable to take actions.</p><p><h>Mythic Augmented</h>: If you expend two uses of mythic power, the target's laughter becomes contagious. When the target's allies are within 30 feet and can hear the laugh, they must successfully save against the spell or be sickened until the target stops laughing. The sickened effect ends if the ally moves more than 30 feet from the target or is unable to hear the target's laughter for an entire round.</p>
Hold Portal	<h>Mythic Enhanced</h><p>The target portal can be as large as 30 square feet per caster level. A creature attempting to force open the portal must first succeed at a Will save against the spell's DC. This is a mind-affecting effect. Failure means the creature can't open the door while the spell is in effect.</p>
Holy Smite	<h>Mythic Enhanced</h><p>The damage dealt to evil outsiders increases to 1d10 points of damage per caster level (maximum 10d10) and the damage dealt to other evil creatures increases to 1d12 points of damage per 2 caster levels (maximum 5d12). The duration that creatures in the area are blinded increases to 2 rounds. On a successful save, an evil creature is blinded for 1 round.</p>
Holy Word	<h>Mythic Enhanced</h><p>When determining the spell's effect on non-mythic creatures, add your tier to your caster level. Nongood creatures that fail their saves also take a -4 penalty on attack rolls and saving throws, and their spell resistance decreases by 5 for as long as the spell's other effects last.</p>
Hydraulic Push	<h>Mythic Enhanced</h><p>The water is boiling hot or freezing cold, dealing 1d6 points of fire or cold damage per 2 caster levels. Add your tier to your CMB for the spell.</p>
Hydraulic Torrent	<h>Mythic Enhanced</h><p>The water is boiling hot or freezing cold, dealing 1d6 points of fire or cold damage per 2 caster levels. Add your tier to your CMB for the spell and on the Strength check to destroy immovable targets.</p><h>Mythic Augmented (3rd)</h><p>: If you expend two uses of mythic power, the spell can extinguish magical fires as if using a targeted <i>dispel magic</i>. Freezing cold water hardens into ice on the ground, lasting as long as prevailing conditions allow. Boiling hot water turns into steam, creating an area of concealing mist (equivalent to <i>obscuring mist</i>) that fills the affected squares and all squares adjacent to the line of the spell.</p>
Ice Storm	<h>Mythic Enhanced</h><p>The bludgeoning damage increases to 4d8 points of damage and the cold damage increases to 3d6 points of damage. The ground in the area is covered in ice and hailstones, acting as though a <i>grease</i> spell were cast on it. Dealing 5 or more points of fire damage to a square melts the ice and hail, negating the <i>grease</i> effect.</p><p><h>Mythic Augmented (6th)</h>: If you expend two uses of mythic power, one creature in the area is paralyzed (as if by <i>hold person</i>) and gains vulnerability to fire as long as it's paralyzed.</p>
Ill Omen	<h>Mythic Enhanced</h><p>For the target's unlucky d20 rolls, it must roll three times and take the lowest result. Spending a move action to utter a prayer or good luck charm allows the target to roll twice instead of three times.</p><p><h>Mythic Augmented (4th)</h>: If you expend two uses of mythic power, you afflict the target with especially foul luck. Any natural 20 it rolls counts as a natural 1 instead.</p>
Inflict Critical Wounds	<h>Mythic Enhanced</h><p>The damage dealt increases to 8d8 points of damage + 2 points per caster level (maximum +40). A living target is sickened for 1 round per caster level (maximum 20 rounds) if it fails its saving throw.</p>
Inflict Light Wounds	<h>Mythic Enhanced</h><p>The damage dealt increases to 2d8 points of damage + 2 points per caster level (maximum +10). A living target is sickened for 1 round per caster level (maximum 5 rounds) if it fails its saving throw.</p>
Inflict Moderate Wounds	<h>Mythic Enhanced</h><p>The damage dealt increases to 4d8 points of damage + 2 points per caster level (maximum +20). A living target is sickened for 1 round per caster level (maximum 10 rounds) if it fails its saving throw.</p>
Inflict Serious Wounds	<h>Mythic Enhanced</h><p>The damage dealt increases to 6d8 points of damage + 2 points per caster level (maximum +30). A living target is sickened for 1 round per caster level (maximum 15 rounds) if it fails its saving throw.</p>
Invisibility	<h>Mythic Enhanced</h><p>The invisible target can't be detected with <i>detect magic</i> or other spells that detect magic auras. The invisibility can't be penetrated, revealed, or dispelled by spells of 2nd level or lower (such as <i>see invisibility</i> or <i>glitterdust</i>), though <i>true seeing</i> and <i>dust of appearance</i> can reveal the invisible target's presence.</p><h>Mythic Augmented (3rd)</h><p>: If you expend two uses of mythic power, the invisible target is undetectable by blindsense, blindsight, scent, and tremorsense.</p>
Irresistible Dance	<h>Mythic Enhanced</h><p>When casting the spell, you can choose to make the dance either an unending dance or a dance of death.</p><p>A target affected by unending dance receives a new saving throw at the end of each round of dancing, even if its initial save was successful. If the save fails, the duration of the spell increases by 1 round.</p><p>A target affected by the dance of death suffers excruciating pain that inflicts a -4 penalty on attack rolls, saving throws, and skill checks, and it takes 1d4 points of Constitution damage each round it spends dancing.</p><p>With either form, you can direct the creature like a marionette as a move action, causing it to take a single move action at half its speed along the path you specify. You must have line of sight to the target and be within Medium range (100 feet + 10 feet per caster level) to command its movement. This movement provokes attacks of opportunity as normal, and doesn't count against the target's movement on its turn. You can't move a target that succeeded at its initial save against the spell.</p>
Jitterbugs	<h>Mythic Enhanced</h><p>Starting on the second round of the spell, the affected target must succeed at a Fortitude save on your turn or be nauseated for 1 round, as if distracted by an actual swarm.</p>
Knock	<h>Mythic Enhanced</h><p>The spell unlocks up to three means of closure instead of two. The spell automatically opens locks of simple or average quality, without requiring a caster level check to do so). If used on a door locked with <i>arcane lock</i>, you can attempt a free dispel check against it as if using a targeted <i>dispel magic</i>, adding your tier to the check.</p><h>Mythic Augmented (3rd)</h><p>: You can expend two uses of mythic power to target one locked item per tier, unlocking up to four means of closure on each, allowing a free dispel against an <i>arcane lock</i> on each, and automatically opening locks of up to good quality (no caster level check needed).</p><p>If the door has a trap that triggers when opened, you become aware of the trap and its general nature, and the door is unlocked but doesn't automatically open.</p><p>The spell can raise a barred gate, portcullis, or similar impediment, but each one counts as two locked doors.</p>
Know the Enemy	<h>Mythic Enhanced</h><p>The insight bonus increases to +15 plus your tier. If the check is successful, you gain a +5 insight bonus on your next attack roll or saving throw against a creature of that type, as long as the roll occurs within 24 hours of casting the spell.</p>
Levitate	<h>Mythic Enhanced</h><p>Instead of affecting one creature, you can affect a number of targets up to your caster level, but the total weight supported can be no more than 100 pounds per caster level. You can spend a move action to mentally direct all targets, but you must move all of them identically.</p><p><h>Mythic Augmented (8th)</h>: If you expend 10 uses of mythic power, you permanently levitate a 5-foot cube of rock, which you can move 20 feet vertically or horizontally as a move action.</p><p>If you have created multiple cubes and they are physically touching each other, you can direct them all as a single move action (as if they were one object), even if some of them are out of range. Each levitating cube can support approximately 1,000 pounds of weight, allowing you to use it as a portion of the foundation for a bridge, floating castle, or similar construction project.</p>
Lightning Arc	<h>Mythic Enhanced</h><p>The damage dealt increases to 1d8 points of electricity damage per caster level (maximum 15d8). A target that fails its save is blinded by the flash for 1 round and deafened by thunder for 1d4 rounds.</p><p><h>Mythic Augmented (6th)</h>: If you expend two uses of mythic power, the two targets can be up to 120 feet apart, the lightning can turn once up to 90 degrees to connect the targets, and the spell's electrical damage bypasses electricity resistance and electricity immunity.</p>
Limited Wish	<h>Mythic Enhanced</h><p>When using <i>mythic limited wish</i> to duplicate another spell, you can duplicate a mythic spell you know (if you're a spontaneous caster) or have prepared (if you're a caster who prepares spells). If you don't know or haven't prepared the mythic spell, you can expend a second use of mythic power duplicate the mythic version of the desired spell.</p><p><h>Mythic Augmented</h>: If you expend two uses of mythic power, you can cast a silent, stilled <i>mythic limited wish</i>, even if you're helpless or couldn't otherwise take actions (but not unconscious).</p>
Mage Armor	<h>Mythic Enhanced</h><p>The armor bonus increases to +6. There is a 50% chance that any critical hit or sneak attack made against the target is negated and treated as a normal hit, as if the target were wearing <i>moderate fortification</i> armor.</p>
Mage's Disjunction	<h>Mythic Enhanced</h><p>The duration increases to 10 minutes per caster level. The chance to destroy an <i>antimagic field</i> increases to 2% per caster level.</p>
Magic Fang	<h>Mythic Enhanced</h><p>The spell affects an additional number of the target's natural weapons equal to your tier. For example, if you're 3rd tier, it could affect two claws and one bite).</p>
Magic Fang, Greater	<h>Mythic Enhanced</h><p>This functions like <i>mythic magic fang</i>. You can add one of the following weapon special abilities to natural attacks or unarmed strikes affected by the spell: <i>flaming</i>, <i>frost</i>, <i>keen</i>, <i>merciful</i>, <i>shock</i>, or <i>thundering</i>. You must choose only one with each casting of the spell. For example, you can't add <i>flaming</i> to a tiger's bite and <i>keen</i> to its claws with the same casting. If the target has an Intelligence score less than 3, these abilities are always on (the target can't activate or deactivate the effect) and it might react with fear if its attacks make noise or create visible energy.</p><p><h>Mythic Augmented (5th)</h>: If you expend two uses of mythic power, you can reduce the granted enhancement bonuses by 1 to add two of the above abilities or one of the following abilities: <i>flaming burst</i>, <i>icy burst</i>, or <i>shocking burst</i>.</p>
Magic Missile	<h>Mythic Enhanced</h><p>The damage dealt by each missile increases to 2d4+1. The missiles bypass the <i>shield</i> spell and similar effects that block the non-mythic version of this spell.</p><p><h>Mythic Augmented (4th)</h>: If you expend two uses of mythic power, the spell creates double the normal number of missiles (affecting up to 10 creatures), its range increases to line of sight, and it bypasses the targets' spell resistance and spell immunity.</p>
Magic Vestment	<h>Mythic Enhanced</h><p>You can add one armor special ability to the target if it's armor or one shield special ability if it's a shield. The special ability must have a base price modifier no greater than a +1 enhancement bonus or 4,000 gp.</p><h>Mythic Augmented (3rd)</h><p>: If you expend two uses of mythic power, you can add any number of special abilities with a total base price modifier no greater than a +2 enhancement bonus or 15,000 gp.</p>
