Chaos Hammer	Chaos Hammer	evocation [chaotic]	cleric 4	1 standard action	V, S	medium (100 ft. + 10 ft./level)	20-ft.-radius burst	instantaneous (1d6 rounds); see text	Will partial; see text	yes	<h>Normal Use</h><p>You unleash chaotic power to smite your enemies. The power takes the form of a multicolored explosion of leaping, ricocheting energy. Only lawful and neutral (not chaotic) creatures are harmed by the spell.</p><p>The spell deals 1d8 points of damage per two caster levels (maximum 5d8) to lawful creatures (or 1d6 points of damage per caster level, maximum 10d6, to lawful outsiders) and slows them for 1d6 rounds (see the <i>slow</i> spell). A successful Will save reduces the damage by half and negates the slow effect.</p><p>The spell deals only half damage against creatures who are neither lawful nor chaotic, and they are not slowed. Such a creature can reduce the damage by half again (down to one-quarter) with a successful Will save.</p>
Chill Metal	Chill Metal	transmutation [cold]	druid 2	1 standard action	V, S, DF	close (25 ft. + 5 ft./2 levels)	metal equipment of one creature per two levels, no two of which can be more than 30 ft. apart; or 25 lbs. of metal/level, none of which can be more than 30 ft. away from any of the rest	7 rounds	Will negates (object)	yes (object)	<h>Normal Use</h><p><i>Chill metal </i>makes metal extremely cold. Unattended, nonmagical metal gets no saving throw. Magical metal is allowed a saving throw against the spell. An item in a creature's possession uses the creature's saving throw bonus unless its own is higher.</p><p>A creature takes cold damage if its equipment is chilled. It takes full damage if its armor, shield, or weapon is affected. The creature takes minimum damage (1 point or 2 points; see the table) if it's not wearing or wielding such an item.</p><p>On the first round of the spell, the metal becomes chilly and uncomfortable to touch but deals no damage. The same effect also occurs on the last round of the spell's duration. During the second (and also the next-to-last) round, icy coldness causes pain and damage. In the third, fourth, and fifth rounds, the metal is freezing cold, and causes more damage, as shown on the table below.</p><p>Any heat intense enough to damage the creature negates cold damage from the spell (and vice versa) on a point-for-point basis. Underwater, <i>chill metal </i>deals no damage, but ice immediately forms around the affected metal, making it float if unattended.</p><p><i>Chill metal </i>counters and dispels <i>heat metal</i>.</p>
Chord of Shards	Chord of Shards	evocation	bard 1	1 standard action	V, S	15 ft.	cone-shaped burst	instantaneous	Reflex negates	no	<h>Normal Use</h><p>During your bardic performance, you can strike a chord whose notes transform into a shower of razor sharp, crystalline shards. The shards deal 2d6 points of piercing damage to all creatures caught in the area of effect.</p>
Circle of Death	Circle of Death	necromancy [death]	sorcerer/wizard 6	1 standard action	V, S, M (a crushed black pearl worth 500 gp)	medium (100 ft. + 10 ft./level)	several living creatures within a 40-ft.-radius burst	instantaneous	Fortitude negates	yes	<h>Normal Use</h><p><i>Circle of death </i>snuffs out the life force of living creatures, killing them instantly. The spell slays 1d4 HD worth of living creatures per caster level (maximum 20d4). Creatures with the fewest HD are affected first; among creatures with equal HD, those who are closest to the burst's point of origin are affected first. No creature of 9 or more HD can be affected, and HD that are not sufficient to affect a creature are wasted.</p>
Cloudkill	Cloudkill	conjuration (creation)	sorcerer/wizard 5	1 standard action	V, S	medium (100 ft. + 10 ft./level)	cloud spreads in 20-ft. radius, 20 ft. high	1 min./level	Fortitude partial; see text	no	<h>Normal Use</h><p>This spell generates a bank of fog, similar to a <i>fog cloud, </i>except that its vapors are yellowish green and poisonous. These vapors automatically kill any living creature with 3 or fewer HD (no save). A living creature with 4 to 6 HD is slain unless it succeeds on a Fortitude save (in which case it takes 1d4 points of Constitution damage on your turn each round while in the cloud).</p><p>A living creature with 6 or more HD takes 1d4 points of Constitution damage on your turn each round while in the cloud (a successful Fortitude save halves this damage). Holding one's breath doesn't help, but creatures immune to poison are unaffected by the spell.</p><p>Unlike a <i>fog cloud</i>, the <i>cloudkill </i>moves away from you at 10 feet per round, rolling along the surface of the ground.</p><p>Figure out the cloud's new spread each round based on its new point of origin, which is 10 feet farther away from the point of origin where you cast the spell.</p><p>Because the vapors are heavier than air, they sink to the lowest level of the land, even pouring down den or sinkhole openings. It cannot penetrate liquids, nor can it be cast underwater.</p>
Color Spray	Color Spray	illusion (pattern) [mind-affecting]	sorcerer/wizard 1	1 standard action	V, S, M (red, yellow, and blue powder or colored sand)	15 ft.	cone-shaped burst	instantaneous; see text	Will negates	yes	<h>Normal Use</h><p>A vivid cone of clashing colors springs forth from your hand, causing creatures to become stunned, perhaps also blinded, and possibly knocking them unconscious. Each creature within the cone is affected according to its HD.</p><p><i>2 HD or less</i>: The creature is unconscious, blinded, and stunned for 2d4 rounds, then blinded and stunned for 1d4 rounds, and then stunned for 1 round. (Only living creatures are knocked unconscious.)</p><p><i>3 or 4 HD</i>: The creature is blinded and stunned for 1d4 rounds, then stunned for 1 round.</p><p><i>5 or more HD</i>: The creature is stunned for 1 round.</p><p>Sightless creatures are not affected by <i>color spray</i>.</p>
Command	Command	enchantment (compulsion) [language-dependent, mind-affecting]	cleric 1	1 standard action	V	close (25 ft. + 5 ft./2 levels)	one living creature	1 round	Will negates	yes	<h>Normal Use</h><p>You give the subject a single command, which it obeys to the best of its ability at its earliest opportunity. You may select from the following options.</p><p><i>Approach</i>: On its turn, the subject moves toward you as quickly and directly as possible for 1 round. The creature may do nothing but move during its turn, and it provokes attacks of opportunity for this movement as normal.</p><p><i>Drop</i>: On its turn, the subject drops whatever it is holding. It can't pick up any dropped item until its next turn.</p><p><i>Fall</i>: On its turn, the subject falls to the ground and remains prone for 1 round. It may act normally while prone but takes any appropriate penalties.</p><p><i>Flee</i>: On its turn, the subject moves away from you as quickly as possible for 1 round. It may do nothing but move during its turn, and it provokes attacks of opportunity for this movement as normal.</p><p><i>Halt</i>: The subject stands in place for 1 round. It may not take any actions but is not considered helpless.</p><p>If the subject can't carry out your command on its next turn, the spell automatically fails.</p>
Companion Mind Link	Companion Mind Link	enchantment (charm) [mind-affecting]	druid 3, ranger 3	1 standard action	V, S	close (25 ft. + 5 ft./2 levels)	your animal companion	1 minute/level	none	none	<h>Normal Use</h><p>The link between you and your animal companion becomes stronger. As long as you are within line of sight of your animal companion, you can telepathically communicate with it as if you two shared a language. Also, as long as you are within line of sight of the animal companion, you can push your animal companion a swift action instead of a move action, and you do not need to succeed at Handle Animal checks to handle your animal companion. Such checks automatically succeed.</p><h>Mythic Enhanced</h><p>Your animal companion understands complex instructions transmitted by the spell. It can perform any trick (even one it doesn't know) as well as any activity that could be understood by a creature with an Intelligence score of 8.</p>
Cone of Cold	Cone of Cold	evocation [cold]	sorcerer/wizard 5	1 standard action	V, S, M (a small crystal or glass cone)	60 ft.	cone-shaped burst	instantaneous	Reflex half	yes	<h>Normal Use</h><p><i>Cone of cold </i>creates an area of extreme cold, originating at your hand and extending outward in a cone. It drains heat, dealing 1d6 points of cold damage per caster level (maximum 15d6).</p>
Confusion	Confusion	enchantment (compulsion) [mind-affecting]	bard 3, sorcerer/wizard 4	1 standard action	V, S, M/DF (three nutshells)	medium (100 ft. + 10 ft./level)	all creatures in a 15-ft.-radius burst	1 round/level	Will negates	yes	<h>Normal Use</h><p>This spell causes confusion in the targets<i>, </i>making them unable to determine their actions. Roll on the following table at the start of each subject's turn each round to see what it does in that round.</p><p>A confused character who can't carry out the indicated action does nothing but babble incoherently. Attackers are not at any special advantage when attacking a confused character. Any confused character who is attacked automatically attacks its attackers on its next turn, as long as it is still confused when its turn comes. Note that a confused character will not make attacks of opportunity against any creature that it is not already devoted to attacking (either because of its most recent action or because it has just been attacked).</p>
Conjure Black Pudding	Conjure Black Pudding	conjuration (summoning) [acid]	sorcerer/wizard 6, summoner 5	1 round	V, S, M (a flask of acid worth 10 gp)	close (25 ft. + 5 ft./2 level)	one summoned black pudding	1 round/level (D)	none	no	<h>Normal Use</h><p>You summon a black pudding that immediately attacks creatures near it. You have no control over the creature, and it may attack you if there are no more obvious opponents. The black pudding is treated as a summoned creature and has the extraplanar subtype. The black pudding's split ability works normally, but all puddings derived from the summoned one disappear when the spell ends.</p>
Consecrate	Consecrate	evocation [good]	cleric 2	1 standard action	V, S, M (a vial of holy water and 25 gp worth of silver dust), DF	close (25 ft. + 5 ft./2 levels)	20-ft.-radius emanation	2 hours/level	none	no	<h>Normal Use</h><p>This spell blesses an area with positive energy. The DC to resist positive channeled energy within this area gains a +3 sacred bonus. Every undead creature entering a consecrated area suffers minor disruption, suffering a -1 penalty on attack rolls, damage rolls, and saves. Undead cannot be created within or summoned into a consecrated area. If the consecrated area contains an altar, shrine, or other permanent fixture dedicated to your deity, pantheon, or aligned higher power, the modifiers given above are doubled (+6 sacred bonus to positive channeled energy DCs, -2 penalties for undead in the area).</p><p>You cannot consecrate an area with a similar fixture of a deity other than your own patron. Instead, the <i>consecrate </i>spell curses the area, cutting off its connection with the associated deity or power. This secondary function, if used, does not also grant the bonuses and penalties relating to undead, as given above.</p><p><i>Consecrate </i>counters and dispels <i>desecrate</i>.</p>
Contagion	Contagion	necromancy [evil]	cleric 3, druid 3, sorcerer/wizard 4	1 standard action	V, S	touch	living creature touched	instantaneous	Fortitude negates	yes	<h>Normal Use</h><p>The subject contracts one of the following diseases: blinding sickness, bubonic plague, cackle fever, filth fever, leprosy, mindfire, red ache, shakes, or slimy doom. The disease is contracted immediately (the onset period does not apply). Use the disease's listed frequency and save DC to determine further effects. For more information see Diseases. </p>
Contingency	Contingency	evocation	sorcerer/wizard 6	at least 10 minutes; see text	V, S, M (quicksilver and an eyelash of a spell-using creature), F (ivory statuette of you worth 1,500 gp)	personal	you	1 day/level (D) or until discharged	none	none	"<h>Normal Use</h><p>You can place another spell upon your person so that it comes into effect under some condition you dictate when casting <i>contingency</i>. The <i>contingency </i>spell and the companion spell are cast at the same time. The 10-minute casting time is the minimum total for both castings; if the companion spell has a casting time longer than 10 minutes, use that instead. You must pay any costs associated with the companion spell when you cast <i>contingency.</i></p><p>The spell to be brought into effect by the <i>contingency </i>must be one that affects your person and be of a spell level no higher than one-third your caster level (rounded down, maximum 6th level).</p><p>The conditions needed to bring the spell into effect must be clear, although they can be general. In all cases, the <i>contingency </i>immediately brings into effect the companion spell, the latter being ""cast"" instantaneously when the prescribed circumstances occur. If complicated or convoluted conditions are prescribed, the whole spell combination (<i>contingency </i>and the companion magic) may fail when triggered. The companion spell occurs based solely on the stated conditions, regardless of whether you want it to.</p><p>You can use only one <i>contingency </i>spell at a time; if a second is cast, the first one (if still active) is dispelled.</p><h>Mythic Enhanced</h><p>You can cast this spell on yourself or another willing creature as if the spell had a range of touch. A companion spell placed on another creature must be a spell from you, not from the creature, and affects that creature when triggered. The target can have only one <i>contingency</i> spell upon it at a time unless it also knows <i>mythic contingency</i>. The number of companion spells you can have on yourself is equal to 1 + half your tier.</p><p><h>Mythic Augmented (5th)</h>: If you expend two uses of mythic power, the casting time changes to 1 full round plus the casting time of the companion spell, but the duration of <i>mythic contingency</i> decreases to 1 hour per level or until discharged.</p>"
Control Weather	Control Weather	transmutation	cleric 7, druid 7, sorcerer/wizard 7	10 minutes; see text	V, S	2 miles	2-mile-radius circle, centered on you; see text	4d12 hours; see text	none	no	<h>Normal Use</h><p>You change the weather in the local area. It takes 10 minutes to cast the spell and an additional 10 minutes for the effects to manifest. You can call forth weather appropriate to the climate and season of the area you are in. You can also use this spell to cause the weather in the area to become calm and normal for the season.</p><p>You control the general tendencies of the weather, such as the direction and intensity of the wind. You cannot control specific applications of the weather--;where lightning strikes, for example, or the exact path of a tornado. The weather continues as you left it for the duration, or until you use a standard action to designate a new kind of weather (which fully manifests itself 10 minutes later). Contradictory conditions are not possible simultaneously.</p><p><i>Control weather </i>can do away with atmospheric phenomena (naturally occurring or otherwise) as well as create them.</p><p>A druid casting this spell doubles the duration and affects a circle with a 3-mile radius.</p>
Cup of Dust	Cup of Dust	transmutation	druid 3, witch 3	1 standard action	V, S, M (a pinch of dust)	close (25 ft. + 5 ft./2 levels)	one creature	1 day/level (D)	Fortitude negates	yes	<h>Normal Use</h><p>You curse the target with a thirst no drink can quench. On a failed saving throw, the target begins to dehydrate. The effects of this spell cannot inflict more nonlethal damage than the target has hit points. No amount of drinking can counter this effect, although the target still experiences the other normal effects of any liquid imbibed (such as poisons or potions). <i>Cup of dust </i>can be removed with a <i>break enchantment, limited wish, miracle, remove curse, </i>or <i>wish</i> spell, but effects suffered as a result of dehydration must be healed by normal means.</p><h>Mythic Enhanced</h><p>On a failed save, the target immediately takes 1d6 points of nonlethal damage per tier. Add your tier to the DC of any further Constitution checks the target attempts to resist dehydration as part of this spell's effects. While the curse is in effect, the target gains no benefit from any spell, effect, or item that requires drinking, such as potions and elixirs (though these are still used up when the target drinks them).</p>
Cure Critical Wounds	Cure Critical Wounds	conjuration (healing)	bard 4, cleric 4, druid 5	1 standard action	V, S	touch	creature touched	instantaneous	Will half (harmless); see text	yes (harmless); see text	<h>Normal Use</h><p>This spell functions like <i>cure light wounds</i>, except that it cures 4d8 points of damage + 1 point per caster level (maximum +20).</p><h>Mythic Enhanced</h><p>The damage cured increases to 8d8 points of damage + 2 points per caster level (maximum +40). The spell cures up to 4 points of ability damage if the target is a living creature. The target chooses what types of ability damage are cured.</p>
Cure Light Wounds	Cure Light Wounds	conjuration (healing)	bard 1, cleric 1, druid 1, paladin 1, ranger 2	1 standard action	V, S	touch	creature touched	instantaneous	Will half (harmless); see text	yes (harmless); see text	<h>Normal Use</h><p>When laying your hand upon a living creature, you channel positive energy that cures 1d8 points of damage + 1 point per caster level (maximum +5). Since undead are powered by negative energy, this spell deals damage to them instead of curing their wounds. An undead creature can apply spell resistance, and can attempt a Will save to take half damage.</p>
Cure Moderate Wounds	Cure Moderate Wounds	conjuration (healing)	bard 2, cleric 2, druid 3, paladin 3, ranger 3	1 standard action	V, S	touch	creature touched	instantaneous	Will half (harmless); see text	yes (harmless); see text	<h>Normal Use</h><p>This spell functions like <i>cure light wounds</i>, except that it cures 2d8 points of damage + 1 point per caster level (maximum +10).</p><h>Mythic Enhanced</h><p>The damage cured increases to 4d8 points of damage + 2 points per caster level (maximum +20). The spell cures up to 2 points of ability damage if the target is a living creature. The target chooses what types of ability damage are cured.</p>
Cure Serious Wounds	Cure Serious Wounds	conjuration (healing)	bard 3, cleric 3, druid 4, paladin 4, ranger 4	1 standard action	V, S	touch	creature touched	instantaneous	Will half (harmless); see text	yes (harmless); see text	<h>Normal Use</h><p>This spell functions like <i>cure light wounds</i>, except that it cures 3d8 points of damage + 1 point per caster level (maximum +15).</p><h>Mythic Enhanced</h><p>The damage cured increases to 6d8 points of damage + 2 points per caster level (maximum +30). The spell cures up to 3 points of ability damage if the target is a living creature. The target chooses what types of ability damage are cured.</p>
Damnation Stride	Damnation Stride	conjuration (teleportation) [fire]	sorcerer/wizard 5, summoner 4, witch 5	1 standard action	V	long (400 ft. + 40 ft./level)	you (teleportation) and creatures within a 10-foot-radius burst (burst of flame) (see text)	instantaneous	Reflex half, see text	no	<h>Normal Use</h><p>This spell functions like <i>dimension door</i>, except you leave behind a burst of fire. Choose one corner of your starting square. A 10-foot-radius burst of flame explodes from that corner the moment you leave, dealing 4d6 points of fire damage.</p><h>Mythic Enhanced</h><p>The burst of fire created reeks of sulfur and brimstone and also acts like <i>stinking cloud</i> (with the same duration as that spell and a separate Fortitude save).</p><p><h>Mythic Augmented (6th)</h>: If you expend two uses of mythic power, you bring one unwilling adjacent creature with you. You may bring additional creatures, but each must be adjacent to you and each requires you to expend one additional use of mythic power. These creatures must first attempt a saving throw against the burst of flame and <i>stinking cloud</i>, then can attempt a Will saving throw to resist being teleported with you.</p>
Darkness	Darkness	evocation [darkness]	bard 2, cleric 2, sorcerer/wizard 2	1 standard action	V, M/DF (bat fur and a piece of coal)	touch	object touched	1 min./level (D)	none	no	<h>Normal Use</h><p>This spell causes an object to radiate darkness out to a 20-foot radius. This darkness causes the illumination level in the area to drop one step, from bright light to normal light, from normal light to dim light, or from dim light to darkness. This spell has no effect in an area that is already dark. Creatures with light vulnerability or sensitivity take no penalties in normal light. All creatures gain concealment (20% miss chance) in dim light. All creatures gain total concealment (50% miss chance) in darkness. Creatures with darkvision can see in an area of dim light or darkness without penalty. Nonmagical sources of light, such as torches and lanterns, do not increase the light level in an area of darkness. Magical light sources only increase the light level in an area if they are of a higher spell level than<i> darkness</i>. </p><p>If <i>darkness</i> is cast on a small object that is then placed inside or under a lightproof covering, the spell's effect is blocked until the covering is removed.</p><p>This spell does not stack with itself. <i>Darkness</i> can be used to counter or dispel any light spell of equal or lower spell level. </p>
Daybreak Arrow	Daybreak Arrow	evocation [light]	cleric 3, inquisitor 3, paladin 3	1 standard action	V, S	touch	up to 50 pieces of ammunition, all of which must be together at the time of casting	10 minutes/level	Fortitude negates (harmless, object)	yes (harmless, object)	<h>Normal Use</h><p>You cause ammunition, including shuriken, to exude radiant energy. Creatures that take penalties in bright light take these penalties for 1 round after being struck by such ammunition. Undead and creatures harmed by sunlight take an additional 1d6 points of damage from such projectiles. This extra damage and half of any other damage you deal with an affected projectile results directly from radiant energy and is not subject to damage resistance. Such a projectile sheds light as if it were a sunrod for 1 round after it is fired or thrown. </p>
Daylight	Daylight	evocation [light]	bard 3, cleric 3, druid 3, paladin 3, sorcerer/wizard 3	1 standard action	V, S	touch	object touched	10 min./level (D)	none	no	<h>Normal Use</h><p>You touch an object when you cast this spell, causing the object to shed bright light in a 60-foot radius. This illumination increases the light level for an additional 60 feet by one step (darkness becomes dim light, dim light becomes normal light, and normal light becomes bright light). Creatures that take penalties in bright light take them while within the 60-foot radius of this magical light. Despite its name, this spell is not the equivalent of daylight for the purposes of creatures that are damaged or destroyed by such light.</p><p>If <i>daylight </i>is cast on a small object that is then placed inside or under a light-proof covering, the spell's effects are blocked until the covering is removed.</p><p><i>Daylight </i>brought into an area of magical darkness (or vice versa) is temporarily negated, so that the otherwise prevailing light conditions exist in the overlapping areas of effect.</p><p><i>Daylight </i>counters or dispels any darkness spell of equal or lower level, such as <i>darkness.</i></p>
Death Knell	Death Knell	necromancy [death, evil]	cleric 2	1 standard action	V, S	touch	living creature touched	instantaneous/10 minutes per HD of subject; see text	Will negates	yes	<h>Normal Use</h><p>You draw forth the ebbing life force of a creature and use it to fuel your own power. Upon casting this spell, you touch a living creature that has -1 or fewer hit points. If the subject fails its saving throw, it dies, and you gain 1d8 temporary hit points and a +2 enhancement bonus to Strength. Additionally, your effective caster level goes up by +1, improving spell effects dependent on caster level. This increase in effective caster level does not grant you access to more spells. These effects last for 10 minutes per HD of the subject creature.</p>
Deathless	Deathless	necromancy	alchemist 4, cleric 4, inquisitor 4, sorcerer/wizard 4, witch 4	1 standard action	V, S	touch	living creature touched	1 round/level	Fortitude negates (harmless)	yes (harmless)	<h>Normal Use</h><p>The target's soul is strongly anchored to its body, preventing death from hit point damage. No matter how low the target's hit points get, it remains alive (though not necessarily conscious).</p><p>This spell doesn't prevent death from sources other than hit point damage--such as Constitution damage or drain, death effects, or energy drain. Spells that cure hit points affect the creature normally.</p><p><h>Mythic</h>: If you expend one use of mythic power when you cast the spell, you become an anchor for the souls of you and your cohorts. The range increases to 30 feet, and instead of affecting one creature, it affects all allies within a 30-foot-radius emanation centered on you.</p><p><h>Augmented (8th)</h>: If you expend three uses of mythic power, the range increases to 1 mile, and the area to a 1-mile-radius emanation centered on you.</p>
Deep Slumber	Deep Slumber	enchantment (compulsion) [mind-affecting]	bard 3, sorcerer/wizard 3	1 round	V, S, M (fine sand, rose petals, or a live cricket)	close (25 ft. + 5 ft./2 levels)	one or more living creatures within a 10-ft.-radius burst	1 min./level	Will negates	yes	<h>Normal Use</h><p>This spell functions like <i>sleep, </i>except that it affects 10 HD of targets.</p><h>Mythic Enhanced</h><p>This spell works like <i>mythic sleep</i>, except that it affects up to 20 Hit Dice of creatures. Alternatively, you may target one creature rather than an area, increasing the duration to 1 hour per level.</p><p><h>Mythic Augmented (5th)</h>: If you expend two uses of mythic power, creatures affected by the spell can be awakened only by mythic effects. If you're 5th tier and expend three uses of mythic power, the duration increases to 10 years per tier. If you're 5th tier and expend four uses of mythic power, the spell has both augmented effects. Creatures sleeping for years because of this spell age and breathe as normal, but don't need to eat or drink while the spell lasts.</p>
Defile Armor	Defile Armor	abjuration [evil]	inquisitor 4, antipaladin 3	1 standard action	V, S	touch	armor touched	1 minute/level	Will negates (harmless, object)	yes (harmless, object)	<h>Normal Use</h><p>As <i>sanctify armor</i>, except you gain DR 5/good when using your judgment or smite ability.</p>
Desecrate	Desecrate	evocation [evil]	cleric 2	1 standard action	V, S, M (a vial of unholy water and 25 gp worth (5 pounds) of silver dust, all of which must be sprinkled around the area), DF	close (25 ft. + 5 ft./2 levels)	20-ft.-radius emanation	2 hours/level	none	yes	<h>Normal Use</h><p>This spell imbues an area with negative energy. The DC to resist negative channeled energy within this area gains a +3 profane bonus. Every undead creature entering a <i>desecrated </i>area gains a +1 profane bonus on all attack rolls, damage rolls, and saving throws. An undead creature created within or summoned into such an area gains +1 hit points per HD.</p><p>If the <i>desecrated </i>area contains an altar, shrine, or other permanent fixture dedicated to your deity or aligned higher power, the modifiers given above are doubled (+6 profane bonus to negative channeled energy DCs, +2 profane bonus and +2 hit points per HD for undead created in the area).</p><p>Furthermore, anyone who casts <i>animate dead </i>within this area may create as many as double the normal amount of undead (that is, 4 HD per caster level rather than 2 HD per caster level).</p><p>If the area contains an altar, shrine, or other permanent fixture of a deity, pantheon, or higher power other than your patron, the <i>desecrate </i>spell instead curses the area, cutting off its connection with the associated deity or power. This secondary function, if used, does not also grant the bonuses and penalties relating to undead, as given above.</p><p><i>Desecrate </i>counters and dispels <i>consecrate</i>.</p><h>Mythic Enhanced</h><p>Select one alignment component that you have (chaotic, evil, or lawful). Outsiders with the opposite alignment subtype of the chosen alignment component take a -1 penalty on attack rolls, damage rolls, and saves in the area.</p>
Detect Scrying	Detect Scrying	divination	bard 4, sorcerer/wizard 4	1 standard action	V, S, M (a piece of mirror and a miniature brass hearing trumpet)	40 ft.	40-ft.-radius emanation centered on you	24 hours	none	no	<h>Normal Use</h><p>You immediately become aware of any attempt to observe you by means of a divination (scrying) spell or effect. The spell's area radiates from you and moves as you move. You know the location of every magical sensor within the spell's area.</p><p>If the scrying attempt originates within the area, you also know its location; otherwise, you and the scrier immediately make opposed caster level checks (1d20 + caster level). If you at least match the scrier's result, you get a visual image of the scrier and an accurate sense of his direction and distance from you.</p>
Devolution	Devolution	transmutation	sorcerer/wizard 3, summoner 3	1 standard action	V, S, M (a chameleon scale)	close (25 ft. + 5 ft./2 levels)	one eidolon	1 round/level	Will negates	yes	<h>Normal Use</h><p>This spell causes an eidolon to lose one evolution plus one additional evolution for every five caster levels. Evolutions with the highest total cost are lost first. If there is a tie, randomly determine which is lost. If this spell causes an eidolon to fail to meet the prerequisites for other evolutions or abilities, those evolutions or abilities are lost as long as this spell persists.</p>
Dictum	Dictum	evocation [lawful, sonic]	cleric 7	1 standard action	V	40 ft.	nonlawful creatures in a 40-ft.-radius spread centered on you	instantaneous	none or Will negates; see text	yes	<h>Normal Use</h><p>Any nonlawful creature within the area of a <i>dictum </i>spell suffers the following ill effects.</p><p>The effects are cumulative and concurrent. A successful Will save reduces or eliminates these effects. Creatures affected by multiple effects make only one save and apply the result to all the effects.</p><p><i>Deafened</i>: The creature is deafened for 1d4 rounds. Save negates.</p><p><i>Staggered</i>: The creature is staggered for 2d4 rounds. Save reduces the staggered effect to 1d4 rounds.</p><p><i>Paralyzed</i>: The creature is paralyzed and helpless for 1d10 minutes. Save reduces the paralyzed effect to 1 round.</p><p><i>Killed</i>: Living creatures die. Undead creatures are destroyed. Save negates. If the save is successful, the creature instead takes 3d6 points of damage + 1 point per caster level (maximum +25).</p><p>Furthermore, if you are on your home plane when you cast this spell, nonlawful extraplanar creatures within the area are instantly banished back to their home planes. Creatures so banished cannot return for at least 24 hours. This effect takes place regardless of whether the creatures hear the <i>dictum </i>or not<i>. </i>The banishment effect allows a Will save (at a -4 penalty) to negate.</p><p>Creatures whose Hit Dice exceed your caster level are unaffected by <i>dictum.</i></p>
Dimension Door	Dimension Door	conjuration (teleportation)	bard 4, sorcerer/wizard 4	1 standard action	V	long (400 ft. + 40 ft./level)	you and touched objects or other touched willing creatures	instantaneous	none and Will negates (object)	no and yes (object)	<h>Normal Use</h><p>You instantly transfer yourself from your current location to any other spot within range. You always arrive at exactly the spot desired--;whether by simply visualizing the area or by stating direction. After using this spell, you can't take any other actions until your next turn. You can bring along objects as long as their weight doesn't exceed your maximum load. You may also bring one additional willing Medium or smaller creature (carrying gear or objects up to its maximum load) or its equivalent per three caster levels. A Large creature counts as two Medium creatures, a Huge creature counts as two Large creatures, and so forth. All creatures to be transported must be in contact with one another, and at least one of those creatures must be in contact with you.</p><p>If you arrive in a place that is already occupied by a solid body, you and each creature traveling with you take 1d6 points of damage and are shunted to a random open space on a suitable surface within 100 feet of the intended location.</p><p>If there is no free space within 100 feet, you and each creature traveling with you take an additional 2d6 points of damage and are shunted to a free space within 1,000 feet. If there is no free space within 1,000 feet, you and each creature travelling with you take an additional 4d6 points of damage and the spell simply fails.</p>
Dimensional Lock	Dimensional Lock	abjuration	cleric 8, sorcerer/wizard 8	1 standard action	V, S	medium (100 ft. + 10 ft./level)	20-ft.-radius emanation centered on a point in space	1 day/level	none	yes	<h>Normal Use</h><p>You create a shimmering emerald barrier that completely blocks extradimensional travel. Forms of movement barred include <i>astral projection, blink, dimension door, ethereal jaunt, etherealness, gate, maze, plane shift, shadow walk, teleport, </i>and similar spell-like abilities. Once <i>dimensional lock </i>is in place, extradimensional travel into or out of the area is not possible.</p><p>A <i>dimensional lock </i>does not interfere with the movement of creatures already in ethereal or astral form when the spell is cast, nor does it block extradimensional perception or attack forms. Also, the spell does not prevent summoned creatures from disappearing at the end of a summoning spell.</p>
Discordant Blast	Discordant Blast	evocation [sonic]	bard 4	1 standard action	V, S	10 ft. or 30 ft.	see text	instantaneous	none	yes	<h>Normal Use</h><p>You create a wave of thunder and force, either in a 10-foot-radius burst centered on you or in 30-foot cone-shaped burst. Creatures in the area take 3d6 points of sonic damage and are pushed away as if bull rushed. Make a combat maneuver check and apply its results to each creature in the area. Your CMB for this bull rush is equal to your caster level plus your Charisma modifier. This bull rush does not provoke an attack of opportunity. A <i>discordant blast</i> cannot penetrate a <i>silence</i> spell (or any similar magical silence effect).</p>
Disfiguring Touch	Disfiguring Touch 	transmutation [curse]	cleric 2, sorcerer/wizard 2, witch 2 	1 standard action 	V, S 	touch 	creature touched 	1 day/level 	Will negates	yes 	"<h>Normal Use</h><p>With a touch, you cause the victim of this spell to suffer a painful curse that causes it to grow hideously disfigured. The physical appearance of the deformity is subject to the caster's whim (most demon worshipers choose deformities that reflect their Abyssal patron's shape or form). The target takes one of the following penalties. </p><p>?	-2 decrease to an ability score (minimum 1). </p><p>?	-2 penalty on attack rolls or saving throws. </p><p>?	Land speed reduced by 5 feet. </p><p>You may also invent other effects, but they should be no more powerful than those described above.</p>"
Disintegrate	Disintegrate	transmutation	sorcerer/wizard 6	1 standard action	V, S, M/DF (a lodestone and a pinch of dust)	medium (100 ft. + 10 ft./level)	ray	instantaneous	Fortitude partial (object)	yes	<h>Normal Use</h><p>A thin, green ray springs from your pointing finger. You must make a successful ranged touch attack to hit. Any creature struck by the ray takes 2d6 points of damage per caster level (to a maximum of 40d6). Any creature reduced to 0 or fewer hit points by this spell is entirely disintegrated, leaving behind only a trace of fine dust. A disintegrated creature's equipment is unaffected.</p><p>When used against an object, the ray simply disintegrates as much as a 10-foot cube of nonliving matter. Thus, the spell disintegrates only part of any very large object or structure targeted. The ray affects even objects constructed entirely of force, such as <i>forceful hand </i>or a <i>wall of force</i>, but not magical effects such as a <i>globe of invulnerability </i>or an <i>antimagic field.</i></p><p>A creature or object that makes a successful Fortitude save is partially affected, taking only 5d6 points of damage. If this damage reduces the creature or object to 0 or fewer hit points, it is entirely disintegrated.</p><p>Only the first creature or object struck can be affected; that is, the ray affects only one target per casting.</p>
