Feast of Ashes	Feast of Ashes	transmutation	druid 2, witch 2	1 standard action	V, S, M (a pinch of ash)	close (25 ft. + 5 ft/2 levels)	one creature	2 days/level (D)	Fortitude negates	yes	<h>Normal Use</h><p>You curse the target with a hunger no food can assuage. On a failed saving throw, the target begins to starve. The effects of this spell cannot inflict more nonlethal damage than the target has hit points. No amount of eating can counter the effect and, further, even attempting to eat causes the target to become nauseated for 1 round unless they make a DC 12 Fortitude save. The target still experiences the other normal effects of anything consumed (such as poisons or potions). <i>Feast of ashes</i> can be removed with a <i>break enchantment, limited wish, miracle, remove curse, </i>or <i>wish</i> spell, but effects suffered as a result of starvation must be healed by normal means.</p>	<h>Mythic Enhanced</h><p>On a failed save, the target immediately takes 1d6 points of nonlethal damage per tier. Add your tier to the DC of any further Constitution checks the target attempts to resist the effects of starvation as part of this spell's effects. While the curse is in effect, the target gains no benefit from any spell, effect, or item that requires eating, such as the food from a <i>heroes' feast</i> spell (though the food is still used up when the target eats it).</p>	<h>Normal Use</h><p>You curse the target with a hunger no food can assuage. On a failed saving throw, the target begins to starve. The effects of this spell cannot inflict more nonlethal damage than the target has hit points. No amount of eating can counter the effect and, further, even attempting to eat causes the target to become nauseated for 1 round unless they make a DC 12 Fortitude save. The target still experiences the other normal effects of anything consumed (such as poisons or potions). <i>Feast of ashes</i> can be removed with a <i>break enchantment, limited wish, miracle, remove curse, </i>or <i>wish</i> spell, but effects suffered as a result of starvation must be healed by normal means.</p><h>Mythic Enhanced</h><p>On a failed save, the target immediately takes 1d6 points of nonlethal damage per tier. Add your tier to the DC of any further Constitution checks the target attempts to resist the effects of starvation as part of this spell's effects. While the curse is in effect, the target gains no benefit from any spell, effect, or item that requires eating, such as the food from a <i>heroes' feast</i> spell (though the food is still used up when the target eats it).</p>
Fire Shield	Fire Shield	evocation [fire or cold]	sorcerer/wizard 4	1 standard action	V, S, M (phosphorus for the warm shield; a firefly or glowworm for the chill shield)	personal	you	1 round/level (D)	none	none	<h>Normal Use</h><p>This spell wreathes you in flame and causes damage to each creature that attacks you in melee. The flames also protect you from either cold-based or fire-based attacks, depending on if you choose cool or warm flames for your <i>fire shield</i>.</p><p>Any creature striking you with its body or a handheld weapon deals normal damage, but at the same time the attacker takes 1d6 points of damage + 1 point per caster level (maximum +15). This damage is either cold damage (if you choose a <i>chill shield</i>) or fire damage (if you choose a <i>warm shield</i>). If the attacker has spell resistance, it applies to this effect. Creatures wielding melee weapons with reach are not subject to this damage if they attack you.</p><p>When casting this spell, you appear to immolate yourself, but the flames are thin and wispy, increasing the light level within 10 feet by one step, up to normal light. The color of the flames is blue or green if the <i>chill shield </i>is cast, violet or red if the <i>warm shield </i>is employed. The special powers of each version are as follows.</p><p><i>Chill Shield</i>: The flames are cool to the touch. You take only half damage from fire-based attacks. If such an attack allows a Reflex save for half damage, you take no damage on a successful saving throw.</p><p><i>Warm Shield</i>: The flames are warm to the touch. You take only half damage from cold-based attacks. If such an attack allows a Reflex save for half damage, you take no damage on a successful saving throw.</p>	<h>Mythic Enhanced</h><p>The damage dealt to your attackers increases to 1d8 points of damage + 1 point per caster level (maximum +15). A chill shield gives you fire immunity. A warm shield gives you cold immunity.</p>	<h>Normal Use</h><p>This spell wreathes you in flame and causes damage to each creature that attacks you in melee. The flames also protect you from either cold-based or fire-based attacks, depending on if you choose cool or warm flames for your <i>fire shield</i>.</p><p>Any creature striking you with its body or a handheld weapon deals normal damage, but at the same time the attacker takes 1d6 points of damage + 1 point per caster level (maximum +15). This damage is either cold damage (if you choose a <i>chill shield</i>) or fire damage (if you choose a <i>warm shield</i>). If the attacker has spell resistance, it applies to this effect. Creatures wielding melee weapons with reach are not subject to this damage if they attack you.</p><p>When casting this spell, you appear to immolate yourself, but the flames are thin and wispy, increasing the light level within 10 feet by one step, up to normal light. The color of the flames is blue or green if the <i>chill shield </i>is cast, violet or red if the <i>warm shield </i>is employed. The special powers of each version are as follows.</p><p><i>Chill Shield</i>: The flames are cool to the touch. You take only half damage from fire-based attacks. If such an attack allows a Reflex save for half damage, you take no damage on a successful saving throw.</p><p><i>Warm Shield</i>: The flames are warm to the touch. You take only half damage from cold-based attacks. If such an attack allows a Reflex save for half damage, you take no damage on a successful saving throw.</p><h>Mythic Enhanced</h><p>The damage dealt to your attackers increases to 1d8 points of damage + 1 point per caster level (maximum +15). A chill shield gives you fire immunity. A warm shield gives you cold immunity.</p>
Firestream	Firestream	evocation [fire]	magus 3, sorcerer/wizard 3	1 standard action 	V, S	20 ft.	20-ft. line	concentration, up to 1 round/level; see text	Reflex half	yes	<h>Normal Use</h><p>A rushing stream of fire sprays from your outstretched hand, dealing 2d6 points of fire damage to every creature in the area. Each round you continue to concentrate on the spell, you can select a new area for it to affect.</p><p><i>Firestream</i> sets fire to combustibles and damages objects in the area. It can melt metals with low melting points, such as lead, gold, copper, silver, and bronze. If the damage caused to an interposing barrier shatters or breaks through it, the firestream may continue beyond the barrier if the area permits; otherwise it stops at the barrier just as any other spell effect does.</p>	<h>Mythic Enhanced</h><p>The damage dealt increases to 2d10 points of fire damage. Any creature that fails its saving throw also catches fire. The continuous line of fire pushes against all creatures, making them treat the spell's area as difficult terrain.</p><p><h>Mythic Augmented (4th)</h>: If you expend two uses of mythic power, you create a second line of fire using your other hand. If you overlap the lines, creatures in the overlap must attempt two saving throws and take the lower result, but don't take damage from both lines. You may stop either line of fire as a free action on your turn, but once you stop maintaining a line, you must cast <i>mythic firestream</i> again to recreate it.</p>	<h>Normal Use</h><p>A rushing stream of fire sprays from your outstretched hand, dealing 2d6 points of fire damage to every creature in the area. Each round you continue to concentrate on the spell, you can select a new area for it to affect.</p><p><i>Firestream</i> sets fire to combustibles and damages objects in the area. It can melt metals with low melting points, such as lead, gold, copper, silver, and bronze. If the damage caused to an interposing barrier shatters or breaks through it, the firestream may continue beyond the barrier if the area permits; otherwise it stops at the barrier just as any other spell effect does.</p><h>Mythic Enhanced</h><p>The damage dealt increases to 2d10 points of fire damage. Any creature that fails its saving throw also catches fire. The continuous line of fire pushes against all creatures, making them treat the spell's area as difficult terrain.</p><p><h>Mythic Augmented (4th)</h>: If you expend two uses of mythic power, you create a second line of fire using your other hand. If you overlap the lines, creatures in the overlap must attempt two saving throws and take the lower result, but don't take damage from both lines. You may stop either line of fire as a free action on your turn, but once you stop maintaining a line, you must cast <i>mythic firestream</i> again to recreate it.</p>
Form of the Dragon I	Form of the Dragon I	transmutation (polymorph)	sorcerer/wizard 6	1 standard action	V, S, M (a scale of the dragon type you plan to assume)	personal	you	1 min./level (D)	see text	no	<h>Normal Use</h><p>You become a Medium chromatic or metallic dragon. You gain a +4 size bonus to Strength, a +2 size bonus to Constitution, a +4 natural armor bonus, fly 60 feet (poor), darkvision 60 feet, a breath weapon, and resistance to one element. You also gain one bite (1d8), two claws (1d6), and two wing attacks (1d4). Your breath weapon and resistance depend on the type of dragon. You can only use the breath weapon once per casting of this spell. All breath weapons deal 6d8 points of damage and allow a Reflex save for half damage. In addition, some of the dragon types grant additional abilities, as noted below.</p><p><i>Black dragon</i>: 60-foot line of acid, resist acid 20, swim 60 feet</p><p><i>Blue dragon</i>: 60-foot line of electricity, resist electricity 20, burrow 20 feet</p><p><i>Green dragon</i>: 30-foot cone of acid, resist acid 20, swim 40 feet</p><p><i>Red dragon</i>: 30-foot cone of fire, resist fire 30, vulnerability to cold</p><p><i>White dragon</i>: 30-foot cone of cold, resist cold 20, swim 60 feet, vulnerability to fire</p><p><i>Brass dragon</i>: 60-foot line of fire, resist fire 20, burrow 30 feet, vulnerability to cold</p><p><i>Bronze dragon</i>: 60-foot line of electricity, resist electricity 20, swim 60 feet</p><p><i>Copper dragon</i>: 60-foot line of acid, resist acid 20, <i>spider climb</i> (always active)</p><p><i>Gold dragon</i>: 30-foot cone of fire, resist fire 20, swim 60 feet</p><p><i>Silver dragon</i>: 30-foot cone of cold, resist cold 30, vulnerability to fire</p>	<h>Mythic Enhanced</h><p>Each <i>mythic form of the dragon</i> spell must be learned individually, and you must know the respective non-mythic <i>form of the dragon</i> spell to learn its mythic version. You don't have to learn them in order, and aren't required to know a lower-level <i>mythic form of the dragon</i> spell before you learn a higher-level one (for example, you can learn <i>mythic form of the dragon II </i>if you know <i>form of the dragon II</i>, even if you don't know <i>mythic form of the dragon I</i>). Each <i>mythic form of the dragon</i> spell adds the following benefits to its respective non-mythic version.</p><p>The spell's bonuses to ability scores increase by 2, the natural armor bonus increases by 1, and the breath weapon damage increases to 10d6. All of the dragon form's natural attacks increase by one step (see Improved Natural Attack).</p><p><h>Mythic Augmented (3rd)</h>: If you expend two uses of mythic power, the ability score bonuses increase by an additional 2. During each casting of the spell, you can revert to your normal form or back to your dragon form without ending the spell a number of times equal to your tier.</p>	<h>Normal Use</h><p>You become a Medium chromatic or metallic dragon. You gain a +4 size bonus to Strength, a +2 size bonus to Constitution, a +4 natural armor bonus, fly 60 feet (poor), darkvision 60 feet, a breath weapon, and resistance to one element. You also gain one bite (1d8), two claws (1d6), and two wing attacks (1d4). Your breath weapon and resistance depend on the type of dragon. You can only use the breath weapon once per casting of this spell. All breath weapons deal 6d8 points of damage and allow a Reflex save for half damage. In addition, some of the dragon types grant additional abilities, as noted below.</p><p><i>Black dragon</i>: 60-foot line of acid, resist acid 20, swim 60 feet</p><p><i>Blue dragon</i>: 60-foot line of electricity, resist electricity 20, burrow 20 feet</p><p><i>Green dragon</i>: 30-foot cone of acid, resist acid 20, swim 40 feet</p><p><i>Red dragon</i>: 30-foot cone of fire, resist fire 30, vulnerability to cold</p><p><i>White dragon</i>: 30-foot cone of cold, resist cold 20, swim 60 feet, vulnerability to fire</p><p><i>Brass dragon</i>: 60-foot line of fire, resist fire 20, burrow 30 feet, vulnerability to cold</p><p><i>Bronze dragon</i>: 60-foot line of electricity, resist electricity 20, swim 60 feet</p><p><i>Copper dragon</i>: 60-foot line of acid, resist acid 20, <i>spider climb</i> (always active)</p><p><i>Gold dragon</i>: 30-foot cone of fire, resist fire 20, swim 60 feet</p><p><i>Silver dragon</i>: 30-foot cone of cold, resist cold 30, vulnerability to fire</p><h>Mythic Enhanced</h><p>Each <i>mythic form of the dragon</i> spell must be learned individually, and you must know the respective non-mythic <i>form of the dragon</i> spell to learn its mythic version. You don't have to learn them in order, and aren't required to know a lower-level <i>mythic form of the dragon</i> spell before you learn a higher-level one (for example, you can learn <i>mythic form of the dragon II </i>if you know <i>form of the dragon II</i>, even if you don't know <i>mythic form of the dragon I</i>). Each <i>mythic form of the dragon</i> spell adds the following benefits to its respective non-mythic version.</p><p>The spell's bonuses to ability scores increase by 2, the natural armor bonus increases by 1, and the breath weapon damage increases to 10d6. All of the dragon form's natural attacks increase by one step (see Improved Natural Attack).</p><p><h>Mythic Augmented (3rd)</h>: If you expend two uses of mythic power, the ability score bonuses increase by an additional 2. During each casting of the spell, you can revert to your normal form or back to your dragon form without ending the spell a number of times equal to your tier.</p>
Form of the Dragon II	Form of the Dragon II	transmutation (polymorph)	sorcerer/wizard 7	1 standard action	V, S, M (a scale of the dragon type you plan to assume)	personal	you	1 min./level (D)	see text	no	<h>Normal Use</h><p>This spell functions as <i>form of the dragon I </i>except that it also allows you to assume the form of a Large chromatic or metallic dragon. You gain the following abilities: a +6 size bonus to Strength, a +4 size bonus to Constitution, a +6 natural armor bonus, fly 90 feet (poor), darkvision 60 feet, a breath weapon, DR 5/magic, and resistance to one element. You also gain one bite (2d6), two claws (1d8), two wing attacks (1d6), and one tail slap attack (1d8). You can only use the breath weapon twice per casting of this spell, and you must wait 1d4 rounds between uses. All breath weapons deal 8d8 points of damage and allow a Reflex save for half damage. Line breath weapons increase to 80-foot lines and cones increase to 40-foot cones.</p>	<h>Mythic Enhanced</h><p>Each <i>mythic form of the dragon</i> spell must be learned individually, and you must know the respective non-mythic <i>form of the dragon</i> spell to learn its mythic version. You don't have to learn them in order, and aren't required to know a lower-level <i>mythic form of the dragon</i> spell before you learn a higher-level one (for example, you can learn <i>mythic form of the dragon II </i>if you know <i>form of the dragon II</i>, even if you don't know <i>mythic form of the dragon I</i>). Each <i>mythic form of the dragon</i> spell adds the following benefits to its respective non-mythic version.</p><p>The spell's bonuses to ability scores increase by 2, the natural armor bonus increases by 1, and the breath weapon damage increases to 10d6. All of the dragon form's natural attacks increase by one step (see Improved Natural Attack).</p><p><h>Mythic Augmented (3rd)</h>: If you expend two uses of mythic power, the ability score bonuses increase by an additional 2. During each casting of the spell, you can revert to your normal form or back to your dragon form without ending the spell a number of times equal to your tier.</p>	<h>Normal Use</h><p>This spell functions as <i>form of the dragon I </i>except that it also allows you to assume the form of a Large chromatic or metallic dragon. You gain the following abilities: a +6 size bonus to Strength, a +4 size bonus to Constitution, a +6 natural armor bonus, fly 90 feet (poor), darkvision 60 feet, a breath weapon, DR 5/magic, and resistance to one element. You also gain one bite (2d6), two claws (1d8), two wing attacks (1d6), and one tail slap attack (1d8). You can only use the breath weapon twice per casting of this spell, and you must wait 1d4 rounds between uses. All breath weapons deal 8d8 points of damage and allow a Reflex save for half damage. Line breath weapons increase to 80-foot lines and cones increase to 40-foot cones.</p><h>Mythic Enhanced</h><p>Each <i>mythic form of the dragon</i> spell must be learned individually, and you must know the respective non-mythic <i>form of the dragon</i> spell to learn its mythic version. You don't have to learn them in order, and aren't required to know a lower-level <i>mythic form of the dragon</i> spell before you learn a higher-level one (for example, you can learn <i>mythic form of the dragon II </i>if you know <i>form of the dragon II</i>, even if you don't know <i>mythic form of the dragon I</i>). Each <i>mythic form of the dragon</i> spell adds the following benefits to its respective non-mythic version.</p><p>The spell's bonuses to ability scores increase by 2, the natural armor bonus increases by 1, and the breath weapon damage increases to 10d6. All of the dragon form's natural attacks increase by one step (see Improved Natural Attack).</p><p><h>Mythic Augmented (3rd)</h>: If you expend two uses of mythic power, the ability score bonuses increase by an additional 2. During each casting of the spell, you can revert to your normal form or back to your dragon form without ending the spell a number of times equal to your tier.</p>
Form of the Dragon III	Form of the Dragon III	transmutation (polymorph)	sorcerer/wizard 8	1 standard action	V, S, M (a scale of the dragon type you plan to assume)	personal	you	1 min./level (D)	see text	no	<h>Normal Use</h><p>This spell functions as <i>form of the dragon II </i>save that it also allows you to take the form of a Huge chromatic or metallic dragon. You gain the following abilities: a +10 size bonus to Strength, a +8 size bonus to Constitution, a +8 natural armor bonus, fly 120 feet (poor), blindsense 60 feet, darkvision 120 feet, a breath weapon, DR 10/magic, frightful presence (DC equal to the DC for this spell), and immunity to one element (of the same type <i>form of the dragon I </i>grants resistance to). You also gain one bite (2d8), two claws (2d6), two wing attacks (1d8), and one tail slap attack (2d6). You can use the breath weapon as often as you like, but you must wait 1d4 rounds between uses. All breath weapons deal 12d8 points of damage and allow a Reflex save for half damage. Line breath weapons increase to 100-foot lines and cones increase to 50-foot cones.</p>	<h>Mythic Enhanced</h><p>Each <i>mythic form of the dragon</i> spell must be learned individually, and you must know the respective non-mythic <i>form of the dragon</i> spell to learn its mythic version. You don't have to learn them in order, and aren't required to know a lower-level <i>mythic form of the dragon</i> spell before you learn a higher-level one (for example, you can learn <i>mythic form of the dragon II </i>if you know <i>form of the dragon II</i>, even if you don't know <i>mythic form of the dragon I</i>). Each <i>mythic form of the dragon</i> spell adds the following benefits to its respective non-mythic version.</p><p>The spell's bonuses to ability scores increase by 2, the natural armor bonus increases by 1, and the breath weapon damage increases to 10d6. All of the dragon form's natural attacks increase by one step (see Improved Natural Attack).</p><p><h>Mythic Augmented (3rd)</h>: If you expend two uses of mythic power, the ability score bonuses increase by an additional 2. During each casting of the spell, you can revert to your normal form or back to your dragon form without ending the spell a number of times equal to your tier.</p>	<h>Normal Use</h><p>This spell functions as <i>form of the dragon II </i>save that it also allows you to take the form of a Huge chromatic or metallic dragon. You gain the following abilities: a +10 size bonus to Strength, a +8 size bonus to Constitution, a +8 natural armor bonus, fly 120 feet (poor), blindsense 60 feet, darkvision 120 feet, a breath weapon, DR 10/magic, frightful presence (DC equal to the DC for this spell), and immunity to one element (of the same type <i>form of the dragon I </i>grants resistance to). You also gain one bite (2d8), two claws (2d6), two wing attacks (1d8), and one tail slap attack (2d6). You can use the breath weapon as often as you like, but you must wait 1d4 rounds between uses. All breath weapons deal 12d8 points of damage and allow a Reflex save for half damage. Line breath weapons increase to 100-foot lines and cones increase to 50-foot cones.</p><h>Mythic Enhanced</h><p>Each <i>mythic form of the dragon</i> spell must be learned individually, and you must know the respective non-mythic <i>form of the dragon</i> spell to learn its mythic version. You don't have to learn them in order, and aren't required to know a lower-level <i>mythic form of the dragon</i> spell before you learn a higher-level one (for example, you can learn <i>mythic form of the dragon II </i>if you know <i>form of the dragon II</i>, even if you don't know <i>mythic form of the dragon I</i>). Each <i>mythic form of the dragon</i> spell adds the following benefits to its respective non-mythic version.</p><p>The spell's bonuses to ability scores increase by 2, the natural armor bonus increases by 1, and the breath weapon damage increases to 10d6. All of the dragon form's natural attacks increase by one step (see Improved Natural Attack).</p><p><h>Mythic Augmented (3rd)</h>: If you expend two uses of mythic power, the ability score bonuses increase by an additional 2. During each casting of the spell, you can revert to your normal form or back to your dragon form without ending the spell a number of times equal to your tier.</p>
Globe of Invulnerability	Globe of Invulnerability	abjuration	sorcerer/wizard 6	1 standard action	V, S, M (a glass or crystal bead)	10 ft.	10-ft.-radius spherical emanation, centered on you	1 round/level (D)	none	no	<h>Normal Use</h><p>This spell functions like <i>lesser globe of invulnerability, </i>except that it also excludes 4th-level spells and spell-like effects.</p>	<h>Mythic Enhanced</h><p>Add half your tier to the level of non-mythic spells the globe excludes. The globe excludes mythic spells of 4th level or lower.</p>	<h>Normal Use</h><p>This spell functions like <i>lesser globe of invulnerability, </i>except that it also excludes 4th-level spells and spell-like effects.</p><h>Mythic Enhanced</h><p>Add half your tier to the level of non-mythic spells the globe excludes. The globe excludes mythic spells of 4th level or lower.</p>
Grease	Grease	conjuration (creation)	bard 1, sorcerer/wizard 1	1 standard action	V, S, M (butter)	close (25 ft. + 5 ft./2 levels)	one object or 10-ft. square	1 min./level (D)	see text	no	<h>Normal Use</h><p>A <i>grease </i>spell covers a solid surface with a layer of slippery grease. Any creature in the area when the spell is cast must make a successful Reflex save or fall. A creature can walk within or through the area of grease at half normal speed with a DC 10 Acrobatics check. Failure means it can't move that round (and must then make a Reflex save or fall), while failure by 5 or more means it falls (see the Acrobatics skill for details). Creatures that do not move on their turn do not need to make this check and are not considered flat-footed.</p><p>The spell can also be used to create a greasy coating on an item. Material objects not in use are always affected by this spell, while an object wielded or employed by a creature requires its bearer to make a Reflex saving throw to avoid the effect. If the initial saving throw fails, the creature immediately drops the item. A saving throw must be made in each round that the creature attempts to pick up or use the <i>greased </i>item. A creature wearing <i>greased </i>armor or clothing gains a +10 circumstance bonus on Escape Artist checks and combat maneuver checks made to escape a grapple, and to their CMD to avoid being grappled.</p>	<h>Mythic Enhanced</h><p>If you cast <i>mythic grease</i> on an area, add your tier to the Acrobatics DC to move within or through the area. If you cast it on a creature's armor or clothing, add your tier to its Escape Artist checks and combat maneuver checks attempted to escape a grapple and to its CMD to avoid being grappled.</p><p><h>Mythic Augmented</h>: You can expend two uses of mythic power to make the grease flammable. It ignites from any fire at least the size of a candle flame. If a greased area is ignited, any creature in the area on your turn takes 1d3 points of fire damage and might catch on fire. If a greased creature is ignited, it takes 2d6 points of fire damage, and might catch on fire; add your tier to the save DC.</p>	<h>Normal Use</h><p>A <i>grease </i>spell covers a solid surface with a layer of slippery grease. Any creature in the area when the spell is cast must make a successful Reflex save or fall. A creature can walk within or through the area of grease at half normal speed with a DC 10 Acrobatics check. Failure means it can't move that round (and must then make a Reflex save or fall), while failure by 5 or more means it falls (see the Acrobatics skill for details). Creatures that do not move on their turn do not need to make this check and are not considered flat-footed.</p><p>The spell can also be used to create a greasy coating on an item. Material objects not in use are always affected by this spell, while an object wielded or employed by a creature requires its bearer to make a Reflex saving throw to avoid the effect. If the initial saving throw fails, the creature immediately drops the item. A saving throw must be made in each round that the creature attempts to pick up or use the <i>greased </i>item. A creature wearing <i>greased </i>armor or clothing gains a +10 circumstance bonus on Escape Artist checks and combat maneuver checks made to escape a grapple, and to their CMD to avoid being grappled.</p><h>Mythic Enhanced</h><p>If you cast <i>mythic grease</i> on an area, add your tier to the Acrobatics DC to move within or through the area. If you cast it on a creature's armor or clothing, add your tier to its Escape Artist checks and combat maneuver checks attempted to escape a grapple and to its CMD to avoid being grappled.</p><p><h>Mythic Augmented</h>: You can expend two uses of mythic power to make the grease flammable. It ignites from any fire at least the size of a candle flame. If a greased area is ignited, any creature in the area on your turn takes 1d3 points of fire damage and might catch on fire. If a greased creature is ignited, it takes 2d6 points of fire damage, and might catch on fire; add your tier to the save DC.</p>
Healing Thief	Healing Thief	necromancy	sorcerer/wizard 3, witch 3	1 standard action	V, S, M (a bit of sponge, damp with tears)	touch	creature touched	1 round/level or until discharged	none	yes	<h>Normal Use</h><p>With this spell you can steal the healing of the target creature. You must succeed at a melee touch attack to strike the target. If you do, until the effect ends, whenever your target is subject to a healing spell or a supernatural effect that heals hit points, the target only receives half the healing (rounded down) and you receive the other half (also rounded down). You must remain within 25 feet (plus 5 feet per two caster levels) of the target to gain this benefit. If you move outside that range, the spell is discharged. Once you steal 5 hit points per your caster level (maximum 50 hit points) of healing from this spell's effect, the spell is discharged.</p>	<h>Mythic Enhanced</h><p>Instead of stealing half the target's healing, you steal all of it. The amount of damage you steal before the spell is discharged increases to 10 points per caster level (maximum 100 points).</p><p><h>Mythic Augmented (3rd)</h>: If you expend two uses of mythic power, the range of the spell changes to close (25 feet + 5 feet per 2 caster levels). If the target has fast healing or regeneration, you steal half of its fast healing or regeneration. Healing from these abilities count toward the maximum healing stolen before the spell is discharged.</p>	<h>Normal Use</h><p>With this spell you can steal the healing of the target creature. You must succeed at a melee touch attack to strike the target. If you do, until the effect ends, whenever your target is subject to a healing spell or a supernatural effect that heals hit points, the target only receives half the healing (rounded down) and you receive the other half (also rounded down). You must remain within 25 feet (plus 5 feet per two caster levels) of the target to gain this benefit. If you move outside that range, the spell is discharged. Once you steal 5 hit points per your caster level (maximum 50 hit points) of healing from this spell's effect, the spell is discharged.</p><h>Mythic Enhanced</h><p>Instead of stealing half the target's healing, you steal all of it. The amount of damage you steal before the spell is discharged increases to 10 points per caster level (maximum 100 points).</p><p><h>Mythic Augmented (3rd)</h>: If you expend two uses of mythic power, the range of the spell changes to close (25 feet + 5 feet per 2 caster levels). If the target has fast healing or regeneration, you steal half of its fast healing or regeneration. Healing from these abilities count toward the maximum healing stolen before the spell is discharged.</p>
Hold Portal	Hold Portal	abjuration	sorcerer/wizard 1	1 standard action	V	medium (100 ft. + 10 ft./level)	one portal, up to 20 sq. ft./level	1 min./level (D)	none	no	<h>Normal Use</h><p>This spell magically holds shut a door, gate, window, or shutter of wood, metal, or stone. The magic affects the portal just as if it were securely closed and normally locked. A <i>knock </i>spell or a successful <i>dispel magic </i>spell can negate a <i>hold portal </i>spell.</p><p>Add 5 to the normal DC for forcing open a portal affected by this spell.</p>	<h>Mythic Enhanced</h><p>The target portal can be as large as 30 square feet per caster level. A creature attempting to force open the portal must first succeed at a Will save against the spell's DC. This is a mind-affecting effect. Failure means the creature can't open the door while the spell is in effect.</p>	<h>Normal Use</h><p>This spell magically holds shut a door, gate, window, or shutter of wood, metal, or stone. The magic affects the portal just as if it were securely closed and normally locked. A <i>knock </i>spell or a successful <i>dispel magic </i>spell can negate a <i>hold portal </i>spell.</p><p>Add 5 to the normal DC for forcing open a portal affected by this spell.</p><h>Mythic Enhanced</h><p>The target portal can be as large as 30 square feet per caster level. A creature attempting to force open the portal must first succeed at a Will save against the spell's DC. This is a mind-affecting effect. Failure means the creature can't open the door while the spell is in effect.</p>
Inflict Critical Wounds	Inflict Critical Wounds	necromancy	cleric 4	1 standard action	V, S	touch	creature touched	instantaneous	Will half	yes	<h>Normal Use</h><p>This spell functions like <i>inflict light wounds</i>, except that you deal 4d8 points of damage + 1 point per caster level (maximum +20).</p>	<h>Mythic Enhanced</h><p>The damage dealt increases to 8d8 points of damage + 2 points per caster level (maximum +40). A living target is sickened for 1 round per caster level (maximum 20 rounds) if it fails its saving throw.</p>	<h>Normal Use</h><p>This spell functions like <i>inflict light wounds</i>, except that you deal 4d8 points of damage + 1 point per caster level (maximum +20).</p><h>Mythic Enhanced</h><p>The damage dealt increases to 8d8 points of damage + 2 points per caster level (maximum +40). A living target is sickened for 1 round per caster level (maximum 20 rounds) if it fails its saving throw.</p>
Inflict Moderate Wounds	Inflict Moderate Wounds	necromancy	cleric 2	1 standard action	V, S	touch	creature touched	instantaneous	Will half	yes	<h>Normal Use</h><p>This spell functions like <i>inflict light wounds</i>, except that you deal 2d8 points of damage + 1 point per caster level (maximum +10).</p>	<h>Mythic Enhanced</h><p>The damage dealt increases to 4d8 points of damage + 2 points per caster level (maximum +20). A living target is sickened for 1 round per caster level (maximum 10 rounds) if it fails its saving throw.</p>	<h>Normal Use</h><p>This spell functions like <i>inflict light wounds</i>, except that you deal 2d8 points of damage + 1 point per caster level (maximum +10).</p><h>Mythic Enhanced</h><p>The damage dealt increases to 4d8 points of damage + 2 points per caster level (maximum +20). A living target is sickened for 1 round per caster level (maximum 10 rounds) if it fails its saving throw.</p>
Inflict Serious Wounds	Inflict Serious Wounds	necromancy	cleric 3	1 standard action	V, S	touch	creature touched	instantaneous	Will half	yes	<h>Normal Use</h><p>This spell functions like <i>inflict light wounds</i>, except that you deal 3d8 points of damage + 1 point per caster level (maximum +15).</p>	<h>Mythic Enhanced</h><p>The damage dealt increases to 6d8 points of damage + 2 points per caster level (maximum +30). A living target is sickened for 1 round per caster level (maximum 15 rounds) if it fails its saving throw.</p>	<h>Normal Use</h><p>This spell functions like <i>inflict light wounds</i>, except that you deal 3d8 points of damage + 1 point per caster level (maximum +15).</p><h>Mythic Enhanced</h><p>The damage dealt increases to 6d8 points of damage + 2 points per caster level (maximum +30). A living target is sickened for 1 round per caster level (maximum 15 rounds) if it fails its saving throw.</p>
Jitterbugs	Jitterbugs	illusion (figment) [mind-affecting]	bard 1, sorcerer/wizard 2	1 standard action	V, S	short (25 ft. +5 ft. 2/levels)	one creature	1 round/level	Will negates	yes	<h>Normal Use</h><p>You cause the target to perceive itself as being covered in creeping, crawling, stinging bugs. This causes the target to become jittery and unable to stay still, forcing it to constantly move and twitch. The target takes a -4 penalty on all Dexterity checks and Dexterity-based skill checks, and cannot take the delay, ready, or total defense actions.</p>	<h>Mythic Enhanced</h><p>Starting on the second round of the spell, the affected target must succeed at a Fortitude save on your turn or be nauseated for 1 round, as if distracted by an actual swarm.</p>	<h>Normal Use</h><p>You cause the target to perceive itself as being covered in creeping, crawling, stinging bugs. This causes the target to become jittery and unable to stay still, forcing it to constantly move and twitch. The target takes a -4 penalty on all Dexterity checks and Dexterity-based skill checks, and cannot take the delay, ready, or total defense actions.</p><h>Mythic Enhanced</h><p>Starting on the second round of the spell, the affected target must succeed at a Fortitude save on your turn or be nauseated for 1 round, as if distracted by an actual swarm.</p>
